id,title,author,editor,published,location,citation
1,"A Journal of the Plague Year","Defoe, Daniel","Ed. Cynthia Wall","Penguin, 2003","New York","Defoe, Daniel. A Journal of the Plague Year. Ed. Cynthia Wall. New York: Penguin, 2003."
